nom,email,telephone,adresse,code_insee,site_web
Communauté d'agglomération - Niortais,agglo@agglo-niort.fr,"[{""valeur"": ""05 17 38 79 00"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""140 rue des Equarts"", ""service_distribution"": ""CS 28770"", ""code_postal"": ""79027"", ""nom_commune"": ""Niort Cedex"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-0.4836642"", ""latitude"": ""46.3191988""}]",79191,"[{""libelle"": """", ""valeur"": ""https://www.niortagglo.fr/""}]"
Communauté de communes - Charly-sur-Marne,accueil.c4@c4charly.fr,"[{""valeur"": ""03 23 82 24 69"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""2 voie André-Rossi"", ""service_distribution"": """", ""code_postal"": ""02310"", ""nom_commune"": ""Charly-sur-Marne"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""3.2878594"", ""latitude"": ""48.9795206""}]",02163,"[{""libelle"": """", ""valeur"": ""https://www.c4-charlysurmarne.fr/""}]"
Communauté de communes - Chavanon Combrailles et Volcans,contact@ccvcommunaute.fr,"[{""valeur"": ""04 73 79 70 70"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""6 avenue du Marronnier"", ""service_distribution"": """", ""code_postal"": ""63380"", ""nom_commune"": ""Pontaumur"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""2.67448300000001"", ""latitude"": ""45.868398""}]",63283,"[{""libelle"": """", ""valeur"": ""https://www.ccvcommunaute.fr""}]"
Communauté de communes - Seignanx,accueil@cc-seignanx.fr,"[{""valeur"": ""05 59 56 61 61"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""Maison Clairbois"", ""complement2"": """", ""numero_voie"": ""1526 avenue de Barrère"", ""service_distribution"": """", ""code_postal"": ""40390"", ""nom_commune"": ""Saint-Martin-de-Seignanx"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-1.3864188"", ""latitude"": ""43.5437154""}]",40273,"[{""libelle"": """", ""valeur"": ""https://www.cc-seignanx.fr/""}]"
Métropole - Grand Paris,contact@metropolegrandparis.fr,"[{""valeur"": ""01 82 28 78 00"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""15-19 avenue Pierre-Mendès-France"", ""service_distribution"": """", ""code_postal"": ""75013"", ""nom_commune"": ""Paris"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""2.370824"", ""latitude"": ""48.837551""}]",75113,"[{""libelle"": """", ""valeur"": ""https://www.metropolegrandparis.fr/fr""}]"
Communauté d'agglomération - Mâconnais Beaujolais Agglomération,accueil@mb-agglo.com,"[{""valeur"": ""03 85 21 07 70"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""67 esplanade du Breuil"", ""service_distribution"": ""CS 20811"", ""code_postal"": ""71011"", ""nom_commune"": ""Mâcon Cedex"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""4.8374082"", ""latitude"": ""46.3148095""}]",71270,"[{""libelle"": """", ""valeur"": ""https://www.mb-agglo.com/""}]"
Communauté d'agglomération - Lisieux Normandie,secretariat@agglo-lisieux.fr,"[{""valeur"": ""02 31 61 66 00"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""11 place François-Mitterrand"", ""service_distribution"": """", ""code_postal"": ""14100"", ""nom_commune"": ""Lisieux"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""0.2249"", ""latitude"": ""49.1461791""}, {""type_adresse"": ""Adresse postale"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""6 rue d'Alençon"", ""service_distribution"": """", ""code_postal"": ""14100"", ""nom_commune"": ""Lisieux"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": """", ""latitude"": """"}]",14366,"[{""libelle"": """", ""valeur"": ""https://lisieux-normandie.fr/""}]"
Communauté de communes - Ernée,accueil@lernee.fr,"[{""valeur"": ""02 43 05 98 80"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""Parc d'activités de la Querminais"", ""service_distribution"": """", ""code_postal"": ""53500"", ""nom_commune"": ""Ernée"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-0.939978"", ""latitude"": ""48.296902""}]",53096,"[{""libelle"": """", ""valeur"": ""https://www.lernee.fr/""}]"
Communauté de communes - Millau Grands Causses,contact@cc-millaugrandscausses.fr,"[{""valeur"": ""05 65 61 40 20"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""1 place du Beffroi"", ""service_distribution"": ""CS 80432"", ""code_postal"": ""12104"", ""nom_commune"": ""Millau Cedex"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""3.0788449"", ""latitude"": ""44.0980024""}]",12145,"[{""libelle"": """", ""valeur"": ""https://www.cc-millaugrandscausses.fr/""}]"
Communauté de communes - Arc Mosellan,contact@arcmosellan.fr,"[{""valeur"": ""03 82 83 21 57"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""8 rue du Moulin"", ""service_distribution"": """", ""code_postal"": ""57920"", ""nom_commune"": ""Buding"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""6.3022763"", ""latitude"": ""49.2990756""}]",57117,"[{""libelle"": """", ""valeur"": ""https://www.arcmosellan.fr/""}]"
Communauté d'agglomération - Boulonnais,contact@agglo-boulonnais.fr,"[{""valeur"": ""03 21 10 36 36"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""1 boulevard du Bassin-Napoléon"", ""service_distribution"": """", ""code_postal"": ""62200"", ""nom_commune"": ""Boulogne-sur-Mer"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""1.5968935"", ""latitude"": ""50.7223812""}, {""type_adresse"": ""Adresse postale"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""1 boulevard du Bassin-Napoléon"", ""service_distribution"": ""BP 755"", ""code_postal"": ""62321"", ""nom_commune"": ""Boulogne-sur-Mer"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": """", ""latitude"": """"}]",62160,"[{""libelle"": """", ""valeur"": ""https://www.agglo-boulonnais.fr/""}]"
Communauté de communes - Val d'Ay,secretariat@val-d-ay.fr,"[{""valeur"": ""04 75 34 91 83"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""Espace Jaloine"", ""complement2"": """", ""numero_voie"": ""380 route de Jaloine"", ""service_distribution"": """", ""code_postal"": ""07290"", ""nom_commune"": ""Saint-Romain-d'Ay"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""4.613849"", ""latitude"": ""45.15059""}]",07188,"[{""libelle"": """", ""valeur"": ""https://www.val-d-ay.fr/""}]"
Communauté de communes - La Domitienne,courrier@ladomitienne.com,"[{""valeur"": ""04 67 90 40 90"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""1 avenue de l'Europe"", ""service_distribution"": """", ""code_postal"": ""34370"", ""nom_commune"": ""Maureilhan"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""3.127704"", ""latitude"": ""43.354391""}]",34155,"[{""libelle"": """", ""valeur"": ""https://www.ladomitienne.com/""}]"
Communauté de communes - Les Avant Monts,contact@avant-monts.fr,"[{""valeur"": ""04 67 36 07 51"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""ZAE l'Audacieuse"", ""complement2"": """", ""numero_voie"": """", ""service_distribution"": """", ""code_postal"": ""34480"", ""nom_commune"": ""Magalas"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""3.222528"", ""latitude"": ""43.470887""}]",34147,"[{""libelle"": """", ""valeur"": ""https://www.avant-monts.fr/""}]"
Communauté de communes - Pilat Rhodanien,ccpr@pilatrhodanien.fr,"[{""valeur"": ""04 74 87 30 13"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""9 rue des Prairies"", ""service_distribution"": """", ""code_postal"": ""42410"", ""nom_commune"": ""Pélussin"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""4.6733507"", ""latitude"": ""45.4229023""}]",42168,"[{""libelle"": """", ""valeur"": ""https://www.pilatrhodanien.fr/""}]"
Communauté de communes - Créonnais,contact.cdc@cc-creonnais.fr,"[{""valeur"": ""05 57 34 57 00"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""39 boulevard Victor-Hugo"", ""service_distribution"": """", ""code_postal"": ""33670"", ""nom_commune"": ""Créon"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-0.34737789"", ""latitude"": ""44.7762075""}]",33140,"[{""libelle"": """", ""valeur"": ""http://www.cc-creonnais.fr""}]"
Communauté de communes - Champsaur Valgaudemar,contact@champsaur-valgaudemar.fr,"[{""valeur"": ""04 92 50 00 20"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""5 rue des Lagerons"", ""service_distribution"": """", ""code_postal"": ""05500"", ""nom_commune"": ""Saint-Bonnet-en-Champsaur"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""6.0754195"", ""latitude"": ""44.6812859""}]",05132,"[{""libelle"": """", ""valeur"": ""https://www.champsaur-valgaudemar.com/accueil-cccv/""}]"
Communauté de communes - Mayenne Communauté,contact@mayennecommunaute.fr,"[{""valeur"": ""02 43 30 21 21"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""10 rue de Verdun"", ""service_distribution"": ""CS 60111"", ""code_postal"": ""53103"", ""nom_commune"": ""Mayenne Cedex"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-0.6207449"", ""latitude"": ""48.3061503""}]",53147,"[{""libelle"": """", ""valeur"": ""https://www.mayenne-communaute.net/""}]"
Communauté d'agglomération - Évreux Portes de Normandie,dgs@epn-agglo.fr,"[{""valeur"": ""02 32 31 92 92"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""9 rue Voltaire"", ""service_distribution"": ""CS 40423"", ""code_postal"": ""27004"", ""nom_commune"": ""Évreux Cedex"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""1.1579703"", ""latitude"": ""49.0083401""}]",27229,"[{""libelle"": """", ""valeur"": ""https://evreuxportesdenormandie.fr/""}]"
Agglomération - Colmar,contact@agglo-colmar.fr,"[{""valeur"": ""03 69 99 55 55"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""32 cours Sainte-Anne"", ""service_distribution"": ""BP 80197"", ""code_postal"": ""68004"", ""nom_commune"": ""Colmar Cedex"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""7.3580759"", ""latitude"": ""48.0802034""}]",68066,"[{""libelle"": """", ""valeur"": ""https://www.agglo-colmar.fr/""}]"
Communauté d'agglomération - Marne et Gondoire,accueil@marneetgondoire.fr,"[{""valeur"": ""01 60 35 43 50"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""1 rue de l'Étang"", ""complement2"": """", ""numero_voie"": ""Domaine de Rentilly"", ""service_distribution"": """", ""code_postal"": ""77600"", ""nom_commune"": ""Bussy-Saint-Martin"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""2.672824"", ""latitude"": ""48.846954""}]",77059,"[{""libelle"": """", ""valeur"": ""https://www.marneetgondoire.fr/""}]"
Communauté de communes - Médoc Coeur de Presqu'Île,cdc@medoc-cpi.fr,"[{""valeur"": ""05 56 41 66 60"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""10 place du Maréchal-Foch"", ""service_distribution"": """", ""code_postal"": ""33340"", ""nom_commune"": ""Lesparre-Médoc"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-0.936745"", ""latitude"": ""45.306427""}]",33240,"[{""libelle"": """", ""valeur"": ""http://www.medoc-cpi.fr""}]"
Communauté de communes - Isigny Omaha Intercom,accueil@isigny-omaha-intercom.fr,"[{""valeur"": ""02 31 21 42 27"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""1336 route de Balleroy"", ""service_distribution"": """", ""code_postal"": ""14330"", ""nom_commune"": ""Le Molay-Littry"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-0.8715869"", ""latitude"": ""49.2307969""}]",14370,"[{""libelle"": """", ""valeur"": ""https://isigny-omaha-intercom.fr/""}]"
Communauté de communes - La Vallée de la Haute Sarthe,accueil@ccvhs.fr,"[{""valeur"": ""02 33 27 61 02"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""21 avenue de Falkenstein"", ""service_distribution"": """", ""code_postal"": ""61170"", ""nom_commune"": ""Le Mêle-sur-Sarthe"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""0.3522682"", ""latitude"": ""48.5109698""}]",61258,"[{""libelle"": """", ""valeur"": ""http://www.ccvhs.fr""}]"
Communauté de communes - Terre de Camargue,cc@terredecamargue.fr,"[{""valeur"": ""04 66 73 91 20"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""13 rue du Port"", ""service_distribution"": """", ""code_postal"": ""30220"", ""nom_commune"": ""Aigues-Mortes"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""4.186851"", ""latitude"": ""43.5672915""}]",30003,"[{""libelle"": """", ""valeur"": ""https://www.terredecamargue.fr/""}]"
Communauté de communes - Anjou Loir et Sarthe,contact@ccals.fr,"[{""valeur"": ""02 52 75 05 05"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""4 bis rue Val-de-Sarthe"", ""service_distribution"": """", ""code_postal"": ""49125"", ""nom_commune"": ""Tiercé"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-0.468523"", ""latitude"": ""47.614258""}, {""type_adresse"": ""Adresse postale"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""4 bis rue Val-de-Sarthe"", ""service_distribution"": ""BP 70004"", ""code_postal"": ""49125"", ""nom_commune"": ""Tiercé"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": """", ""latitude"": """"}]",49347,"[{""libelle"": """", ""valeur"": ""https://www.ccals.fr""}]"
Communauté d'agglomération - Grand Montauban,contact@ville-montauban.fr,"[{""valeur"": ""05 63 22 12 00"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""9 rue de lHôtel-de-Ville"", ""service_distribution"": """", ""code_postal"": ""82000"", ""nom_commune"": ""Montauban"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""1.3528721"", ""latitude"": ""44.0164135""}, {""type_adresse"": ""Adresse postale"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""9 rue de lHôtel-de-Ville"", ""service_distribution"": ""BP 764"", ""code_postal"": ""82013"", ""nom_commune"": ""Montauban Cedex"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""1.3528721"", ""latitude"": ""44.0164135""}]",82121,"[{""libelle"": """", ""valeur"": ""https://www.montauban.com/""}]"
Communauté de communes - Côte d'Albâtre,email@cote-albatre.com,"[{""valeur"": ""02 35 57 85 00"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""48 bis route de Veulettes"", ""service_distribution"": """", ""code_postal"": ""76450"", ""nom_commune"": ""Cany-Barville"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""0.639035"", ""latitude"": ""49.792983""}, {""type_adresse"": ""Adresse postale"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""48 bis route de Veulettes"", ""service_distribution"": ""CS 40048"", ""code_postal"": ""76450"", ""nom_commune"": ""Cany-Barville"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": """", ""latitude"": """"}]",76159,"[{""libelle"": """", ""valeur"": ""https://cote-albatre.fr/""}]"
Communauté de communes - Mimizan,contact@mimizan.net,"[{""valeur"": ""05 58 09 44 55"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""3 avenue de la Gare"", ""service_distribution"": """", ""code_postal"": ""40200"", ""nom_commune"": ""Mimizan"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-1.2224121"", ""latitude"": ""44.1959452""}]",40184,"[{""libelle"": """", ""valeur"": ""https://www.cc-mimizan.fr/""}]"
Communauté d'agglomération - Centre Littoral,infos@cacl-guyane.fr,"[{""valeur"": ""05 94 28 28 28"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""4 esplanade de la Cité-d'Affaires"", ""service_distribution"": """", ""code_postal"": ""97351"", ""nom_commune"": ""Matoury"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-52.3268695"", ""latitude"": ""4.8496712""}, {""type_adresse"": ""Adresse postale"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""4 esplanade de la Cité-d'Affaires"", ""service_distribution"": ""CS 36029"", ""code_postal"": ""97357"", ""nom_commune"": ""Matoury Cedex"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-52.3268695"", ""latitude"": ""4.8496712""}]",97307,"[{""libelle"": """", ""valeur"": ""https://www.cacl-guyane.fr/""}]"
Communauté de communes - Île d'Oléron,accueil@cdc-oleron.fr,"[{""valeur"": ""05 46 47 24 68"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""59 route des Allées"", ""service_distribution"": ""CS 70085"", ""code_postal"": ""17310"", ""nom_commune"": ""Saint-Pierre-d'Oléron"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-1.3026431"", ""latitude"": ""45.9363556""}]",17385,"[{""libelle"": """", ""valeur"": ""https://www.cdc-oleron.com/""}]"
Communauté d'agglomération - Royan Atlantique,contact@agglo-royan.fr,"[{""valeur"": ""05 46 22 19 20"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""107 avenue de Rochefort"", ""service_distribution"": """", ""code_postal"": ""17200"", ""nom_commune"": ""Royan"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-1.0254478"", ""latitude"": ""45.6383778""}, {""type_adresse"": ""Adresse postale"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""107 avenue de Rochefort"", ""service_distribution"": """", ""code_postal"": ""17201"", ""nom_commune"": ""Royan Cedex"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-1.0254478"", ""latitude"": ""45.6383778""}]",17306,"[{""libelle"": """", ""valeur"": ""https://www.agglo-royan.fr/""}]"
Communauté de communes - Lacs et Montagnes du Haut Doubs,accueil@cclmhd.fr,"[{""valeur"": ""03 81 49 10 30"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""5 rue de la Caserne"", ""service_distribution"": """", ""code_postal"": ""25370"", ""nom_commune"": ""Les Hopitaux-Vieux"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""6.3716556"", ""latitude"": ""46.7903298""}]",25308,"[{""libelle"": """", ""valeur"": ""https://www.cclmhd.fr/""}]"
Communauté de communes - La Rochefoucauld Porte du Périgord,accueil@rochefoucauld-perigord.fr,"[{""valeur"": ""05 45 63 00 52"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""2 rue des Vieilles-Écoles"", ""service_distribution"": """", ""code_postal"": ""16220"", ""nom_commune"": ""Montbron"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""0.49889"", ""latitude"": ""45.666848""}]",16223,"[{""libelle"": """", ""valeur"": ""https://www.rochefoucauld-perigord.fr/""}]"
Communauté de communes - La Cléry du Betz et de l'Ouanne,accueil@3cbo.fr,"[{""valeur"": ""02 38 95 25 15"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""569 route de Châtillon-Colligny"", ""service_distribution"": """", ""code_postal"": ""45220"", ""nom_commune"": ""Château-Renard"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""2.9302638"", ""latitude"": ""47.9225637""}]",45083,"[{""libelle"": """", ""valeur"": ""https://www.3cbo.fr/""}]"
Communauté de communes - Haut Nivernais Val d'Yonne,contact@cchnvy.fr,"[{""valeur"": ""03 86 27 12 65"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""35 avenue de la République"", ""service_distribution"": """", ""code_postal"": ""58500"", ""nom_commune"": ""Clamecy"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""3.520738"", ""latitude"": ""47.462574""}, {""type_adresse"": ""Adresse postale"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""9 rue du Grand-Marché"", ""service_distribution"": ""BP 19"", ""code_postal"": ""58500"", ""nom_commune"": ""Clamecy"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": """", ""latitude"": """"}]",58079,"[{""libelle"": """", ""valeur"": ""https://www.cchnvy.fr/""}]"
Communauté d'agglomération - Grand Cahors,communication@mairie-cahors.fr,"[{""valeur"": ""05 65 20 88 99"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""72 rue Wilson"", ""service_distribution"": """", ""code_postal"": ""46000"", ""nom_commune"": ""Cahors"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""1.4401101"", ""latitude"": ""44.4462478""}]",46042,"[{""libelle"": """", ""valeur"": ""https://cahorsagglo.fr/""}]"
Communauté de communes - Ventadour Egletons Monédières,accueil@cc-ventadour.fr,"[{""valeur"": ""05 55 27 69 26"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""1 avenue de l'Épinette"", ""complement2"": """", ""numero_voie"": ""Carrefour de l'Épinette"", ""service_distribution"": """", ""code_postal"": ""19550"", ""nom_commune"": ""Lapleau"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""2.166657"", ""latitude"": ""45.293451""}]",19106,"[{""libelle"": """", ""valeur"": ""http://www.cc-ventadour.fr""}]"
Communauté de communes - Vendée Sèvre Autise,secretariat@cc-vsa.com,"[{""valeur"": ""02 51 50 48 80"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""25 rue de la Gare"", ""service_distribution"": """", ""code_postal"": ""85420"", ""nom_commune"": ""Rives-d'Autise"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-0.678264"", ""latitude"": ""46.407392""}]",85168,"[{""libelle"": """", ""valeur"": ""https://www.cc-vsa.com/""}]"
Communauté de communes - Val de Gray,secretariat@cc-valdegray.fr,"[{""valeur"": ""03 84 65 58 69"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""Rue André-Marie-Ampère"", ""service_distribution"": """", ""code_postal"": ""70100"", ""nom_commune"": ""Gray"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""5.6011945"", ""latitude"": ""47.437383""}]",70279,"[{""libelle"": """", ""valeur"": ""https://www.cc-valdegray.fr/""}]"
Communauté de communes - Brioude Sud Auvergne,accueil@brioudesudauvergne.fr,"[{""valeur"": ""04 71 50 89 10"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""Rue du 21-Juin-1944"", ""service_distribution"": ""BP 55"", ""code_postal"": ""43102"", ""nom_commune"": ""Brioude"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""3.381624"", ""latitude"": ""45.294717""}]",43040,"[{""libelle"": """", ""valeur"": ""https://www.cc-brivadois.fr/""}]"
Communauté de communes - Coeur de Brenne,cdc@coeurdebrenne.fr,"[{""valeur"": ""02 54 38 18 60"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""1 rue du Prieuré"", ""service_distribution"": """", ""code_postal"": ""36290"", ""nom_commune"": ""Saint-Michel-en-Brenne"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""1.159776"", ""latitude"": ""46.807783""}]",36204,"[{""libelle"": """", ""valeur"": ""https://www.coeurdebrenne.fr/""}]"
Communauté de communes - Le Grésivaudan,accueil@le-gresivaudan.fr,"[{""valeur"": ""04 76 08 04 57"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""390 rue Henri-Fabre"", ""service_distribution"": """", ""code_postal"": ""38920"", ""nom_commune"": ""Crolles"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""5.8966413"", ""latitude"": ""45.2751763""}, {""type_adresse"": ""Adresse postale"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""390 rue Henri-Fabre"", ""service_distribution"": """", ""code_postal"": ""38926"", ""nom_commune"": ""Crolles Cedex"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""5.8966413"", ""latitude"": ""45.2751763""}]",38140,"[{""libelle"": """", ""valeur"": ""https://www.le-gresivaudan.fr/""}]"
Communauté de communes - Haut-Jura Arcade,secretariat@arcade-cchj.fr,"[{""valeur"": ""03 84 34 11 30"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""112 rue de la République"", ""service_distribution"": """", ""code_postal"": ""39400"", ""nom_commune"": ""Hauts-de-Bienne"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""6.0226316"", ""latitude"": ""46.5213595""}, {""type_adresse"": ""Adresse postale"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""112 rue de la République"", ""service_distribution"": ""BP 80106"", ""code_postal"": ""39403"", ""nom_commune"": ""Hauts-de-Bienne Cedex"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": """", ""latitude"": """"}]",39368,"[{""libelle"": """", ""valeur"": ""https://www.hautjura-arcade.com/""}]"
Communauté de communes - Armagnac Adour,ccaa@armagnacadour.fr,"[{""valeur"": ""05 62 69 86 43"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""1 lotissement du Bourdalat"", ""service_distribution"": """", ""code_postal"": ""32400"", ""nom_commune"": ""Riscle"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-0.083938"", ""latitude"": ""43.654953""}]",32344,"[{""libelle"": """", ""valeur"": ""http://www.armagnacadour.fr""}]"
